Country,Region,Infant_deaths,Under_five_deaths,Adult_mortality,Alcohol_consumption,Hepatitis_B,Measles,BMI,Polio,Diphtheria,Incidents_HIV,GDP_per_capita,Population_mln,Thinness_ten_nineteen_years,Thinness_five_nine_years,Schooling,Economy_status_Developed,Life_expectancy,above_or_below_GDP
Mozambique,Africa,82.44666666666667,123.12,402.0919,0.746,75.8,64,22.106666666666666,74.86666666666666,76.8,3.5,428.73333333333335,21.784666666666666,3.82,3.7333333333333334,2.933333333333333,0,51.526666666666664,0
Myanmar,Asia,54.653333333333336,73.68,218.79023333333333,0.7546666666666667,74.73333333333333,68.33333333333333,21.866666666666667,85.66666666666667,82.06666666666666,0.41733333333333333,699.7333333333333,49.56933333333333,13.153333333333334,13.453333333333333,3.8533333333333335,0,62.49333333333333,0
Namibia,Africa,39.36666666666667,61.57333333333333,442.1737333333333,1.974,83.73333333333333,64,23.526666666666667,82.4,82.93333333333334,7.6226666666666665,3880.4,2.017333333333333,10.866666666666667,10.88,6.1,0,54.39333333333333,0
Nepal,Asia,42.93333333333333,55.28,194.32603333333333,0.20566666666666666,68.13333333333334,65,21.446666666666665,83.33333333333333,82.73333333333333,0.17,675.0666666666667,26.008666666666667,17.226666666666667,17.773333333333333,3.1333333333333333,0,66.06666666666666,0
Netherlands,European Union,4.193333333333333,5.006666666666667,70.48566666666667,9.342666666666666,88.26666666666667,94.13333333333334,25.346666666666668,96.93333333333334,96.93333333333334,0.057999999999999996,43178.2,16.426666666666666,1.0266666666666666,0.9666666666666667,11.68,1,79.86666666666666,1
New Zealand,Oceania,5.346666666666667,6.446666666666666,74.92946666666667,9.176,90.33333333333333,85.93333333333334,27.35333333333333,88.93333333333334,90.8,0.032,34936.6,4.2,0.30666666666666664,0.3,11.82,1,80.10000000000001,1
Nicaragua,Central America and Caribbean,23.44,28.04,171.7104,3.554666666666667,91.46666666666667,83,26.453333333333333,92.26666666666667,91.46666666666667,0.12666666666666668,1650.6666666666667,5.596666666666667,1.98,1.8866666666666667,5.733333333333333,0,71.62,0
Niger,Africa,72.88,154.17333333333335,275.1243666666667,0.10446666666666667,71.33333333333333,64,21.3,55.733333333333334,55.666666666666664,0.21266666666666667,429.26666666666665,14.913333333333334,8.986666666666666,8.88,1.3733333333333333,0,55.02,0
Nigeria,Africa,92,149.70666666666668,387.90319999999997,9.004,37.86666666666667,64,22.786666666666665,45.86666666666667,41.06666666666667,0.9359999999999999,2096.0666666666666,147.50266666666667,10.46,10.413333333333334,5.346666666666667,0,49.346666666666664,0
North Macedonia,Rest of Europe,11.113333333333333,12.52,111.4862,4.069333333333334,85.06666666666666,97,26.086666666666666,95.73333333333333,95.13333333333334,0.08,3911.8,2.0446666666666666,2.453333333333333,2.48,8.333333333333334,0,74.14666666666668,0
Norway,Rest of Europe,3.0666666666666664,3.7733333333333334,69.37033333333333,6.2459999999999996,88,92,26.153333333333332,92.93333333333334,92.86666666666666,0.032,72082.06666666667,4.757333333333333,0.76,0.7,12.486666666666666,1,80.36,1
Oman,Middle East,11.02,12.793333333333333,107.63356666666667,0.508,98.8,98.2,25.766666666666666,98.46666666666667,98.73333333333333,0.05,20194.666666666668,2.846,7.02,6.82,7.3133333333333335,0,74.66666666666667,1
Pakistan,Asia,74.03999999999999,92.72,175.57476666666668,0.0286,70.2,35.46666666666667,23.153333333333332,60.93333333333333,70.8,0.13,1186.3333333333333,168.236,14.813333333333333,15.24,4.36,0,64.52666666666667,0
Panama,Central America and Caribbean,18.486666666666665,21.726666666666667,122.69786666666667,5.557333333333333,89.93333333333334,82.6,26.213333333333335,90.33333333333333,90.06666666666666,0.4,9302.066666666668,3.4586666666666668,2.0933333333333333,2.033333333333333,9.133333333333333,0,76.28,0
Papua New Guinea,Oceania,47.61333333333333,61.99333333333333,246.28253333333333,0.752,63.53333333333333,65,24.76,59.8,68.06666666666666,0.48,2044.8,6.847333333333333,1.4133333333333333,1.3666666666666667,3.7533333333333334,0,61.14666666666667,0
Paraguay,South America,23.806666666666665,28.473333333333333,157.14576666666667,5.6819999999999995,88.2,65.6,25.706666666666667,89.73333333333333,89.4,0.16,4335.2,5.981333333333334,2.2133333333333334,2.1333333333333333,7.226666666666667,0,72.06666666666666,0
Peru,South America,19.226666666666667,24.833333333333332,138.46189999999999,4.808,88.73333333333333,52.93333333333333,25.7,87.86666666666666,91.2,0.16733333333333333,4519.333333333333,28.310666666666666,1.2266666666666666,1.2266666666666666,8.493333333333334,0,73.44666666666667,0
Philippines,Asia,25.893333333333334,33.406666666666666,208.95420000000001,4.474,68.46666666666667,25.733333333333334,22.586666666666666,84.46666666666667,84,0.03266666666666667,2248.733333333333,89.324,1,9.693333333333333,8.633333333333333,0,69.46666666666667,0
Poland,European Union,6.033333333333333,6.973333333333334,136.13573333333332,9.623333333333333,97.46666666666667,95.53333333333333,25.913333333333334,97.06666666666666,98.8,0.08,9602.933333333332,38.136,2.2266666666666666,2.3866666666666667,11.693333333333333,1,75.5,0
Portugal,European Union,3.68,4.666666666666667,92.96036666666667,11.484666666666667,91.13333333333334,84.33333333333333,25.726666666666667,96.4,96.93333333333334,0.176,19195.4,10.48,0.72,0.54,7.746666666666667,1,78.58666666666667,1
Qatar,Middle East,8.606666666666667,10.04,62.8134,0.99,94.8,94.66666666666667,28.24,95.66666666666667,93.86666666666666,0.04933333333333333,60521.86666666667,1.3586666666666667,4.9399999999999995,4.566666666666666,8.873333333333333,0,78.58666666666666,1
Romania,European Union,13.253333333333334,15.633333333333333,154.87586666666667,10.659333333333334,97.33333333333333,93.73333333333333,25.653333333333332,95.13333333333334,95.4,0.043333333333333335,6880.533333333334,20.931333333333335,3.2133333333333334,3.56,10.34,1,72.74666666666667,0
Russian Federation,Rest of Europe,10.44,12.986666666666666,275.6426333333333,10.942,90.73333333333333,95.4,26,97.6,97.13333333333334,0.08,7864.466666666666,143.85733333333334,2.453333333333333,2.6266666666666665,11.5,0,67.52,0
Rwanda,Africa,61.77333333333333,97.52666666666667,310.5774333333333,7.812,95.2,87,21.446666666666665,93.2,94.2,1.6906666666666665,520.3333333333334,9.403333333333332,6.693333333333333,6.72,3.1266666666666665,0,58.38,0
Samoa,Oceania,16.853333333333335,19.94,143.87163333333334,3.0926666666666667,58.266666666666666,48.6,31.206666666666667,73.46666666666667,62.733333333333334,0.17,3807.3333333333335,0.18266666666666667,0.2,0.17333333333333334,9.64,0,70.82000000000001,0
Sao Tome and Principe,Central America and Caribbean,35.42666666666667,49.54,204.93366666666665,5.407333333333333,84,71,24.153333333333332,95.6,95.06666666666666,0.584,1288.9333333333334,0.16733333333333333,6.713333333333333,6.64,4.68,0,65.60666666666667,0
Saudi Arabia,Middle East,12.94,15.073333333333334,98.8804,0.04473333333333333,96.73333333333333,97.33333333333333,27.906666666666666,96.8,96.8,0.13,18581.866666666665,25.406,7.326666666666667,7.3533333333333335,8.126666666666667,0,73.56,1
Senegal,Africa,49.92,84.55333333333333,226.11113333333333,0.262,88.73333333333333,35.06666666666667,22.56,78.4,81.2,0.3726666666666667,1123.5333333333333,11.802,8,7.9,2.4266666666666667,0,62.093333333333334,0
Serbia,Rest of Europe,7.6866666666666665,8.886666666666667,135.82553333333334,8.938666666666666,88,88.73333333333333,25.626666666666665,94.6,93.2,0.015333333333333334,4636.933333333333,7.358,2.42,2.453333333333333,10.173333333333334,0,73.53333333333333,0
Seychelles,Africa,12.026666666666667,13.98,163.3268,7.226,98.73333333333333,98.6,26,98.6,98.6,3.5,12050.866666666667,0.08533333333333333,5.92,6.32,8.066666666666666,0,72.74,1
Sierra Leone,Africa,117.09333333333333,181.29333333333332,456.7281,3.624,77.8,60,22.42,70.8,71.2,1.266,522.6,5.891333333333333,7.7,7.086666666666667,2.8333333333333335,0,46.28666666666667,0
Singapore,Asia,2.393333333333333,3.02,64.5095,1.77,95.86666666666666,95.13333333333334,23.52,96.13333333333334,96.2,0.124,43923.933333333334,4.677333333333333,2.12,2.06,10.393333333333333,0,80.38666666666667,1
Slovak Republic,European Union,6.486666666666666,7.82,131.80116666666666,10.733333333333334,98.73333333333333,97,25.86,98.6,98.8,0.01,12638.333333333334,5.386666666666667,1.3533333333333333,1.44,11.173333333333334,1,74.66666666666667,1
Slovenia,European Union,3.2133333333333334,3.8933333333333335,97.94223333333333,10.938666666666666,88,97.33333333333333,25.866666666666667,95.2,95,0.024,19490.866666666665,2.022666666666667,1.7933333333333334,1.8266666666666667,11.8,1,78.28666666666666,1
Solomon Islands,Oceania,23.28,27.773333333333333,186.50016666666667,1.008,87.93333333333334,65,25.513333333333332,87.66666666666667,90.06666666666666,0.17,1950.8666666666666,0.49533333333333335,1.2533333333333334,1.2666666666666666,4.94,0,69.74666666666667,0
Somalia,Africa,99.23333333333333,163.06666666666666,334.8439333333333,2.6666666666666667e-5,42,64,22.593333333333334,40.06666666666667,37.46666666666667,0.13,255.8,11.102666666666666,7.3133333333333335,7.126666666666667,2.1,0,53.06666666666667,0
South Africa,Africa,41.62,63.38666666666666,461.59953333333334,7.320666666666667,75.46666666666667,53.266666666666666,26.693333333333335,74.4,74.06666666666666,10.461333333333334,5754.4,49.382,9.493333333333334,11.46,9.253333333333334,0,56.39333333333333,0
Spain,European Union,3.5533333333333332,4.366666666666667,71.282,10.275333333333334,92.2,92.06666666666666,26.14666666666667,96.66666666666667,96.73333333333333,0.092,25496.333333333332,44.449333333333335,0.6,0.5,9.046666666666667,1,80.99333333333334,1
Sri Lanka,Asia,11.706666666666667,14.52,129.6661,2.1133333333333333,92.73333333333333,92.66666666666667,22.2,98.33333333333333,98.4,0.016666666666666666,2623.8,19.8,15.34,15.393333333333333,10.573333333333334,0,74.58,0
St. Lucia,Central America and Caribbean,16.726666666666667,19.2,154.92746666666667,11.654666666666667,93.8,83,28.19333333333333,93.53333333333333,92.4,0.4,9899.666666666666,0.16866666666666666,4.3533333333333335,4.386666666666667,7.786666666666667,0,74.4,0
St. Vincent and the Grenadines,Central America and Caribbean,18.153333333333332,20.5,169.11003333333332,6.314,98.4,83,26.253333333333334,97.93333333333334,98.33333333333333,0.4,6534,0.11,3.6733333333333333,3.6266666666666665,8.08,0,71.46666666666667,0
Suriname,South America,22.553333333333335,25.406666666666666,190.93296666666666,4.954666666666666,84.6,15.933333333333334,25.92,79.93333333333334,82.13333333333334,0.768,8064.4,0.512,3.513333333333333,3.453333333333333,7.78,0,69.51333333333334,0
Sweden,European Union,2.82,3.42,62.64633333333333,6.937333333333333,60.666666666666664,94.66666666666667,25.593333333333334,98.26666666666667,98.33333333333333,0.08,46431.2,9.204666666666666,1.34,1.3,12.126666666666667,1,80.91333333333333,1
Switzerland,Rest of Europe,4.166666666666667,4.886666666666667,62.376533333333334,10.339333333333332,88,77.46666666666667,24.993333333333332,95.26666666666667,94.4,0.07466666666666667,79196.06666666667,7.6193333333333335,0.5466666666666666,0.4,12.553333333333333,1,81.59333333333333,1
Syrian Arab Republic,Middle East,18.953333333333333,24.76,140.63623333333334,0.664,75.26666666666667,74.93333333333334,27.466666666666665,75.4,72.93333333333334,0.13,1441.4,19.056666666666665,6.46,6.266666666666667,5.786666666666666,0,72.78666666666666,0
Tajikistan,Asia,45.29333333333334,53.74666666666666,153.52816666666666,0.7073333333333334,79.8,90.13333333333334,24.88,87.8,88.8,0.09133333333333334,691.7333333333333,7.128,3.82,3.86,10.666666666666666,0,66.76666666666667,0
Tanzania,Africa,55.94,88.11333333333333,361.93286666666665,6.0553333333333335,90.6,64,22.593333333333334,87.93333333333334,89.33333333333333,3.1093333333333333,738.8,41.07,7.473333333333334,7.413333333333333,4.866666666666666,0,56.193333333333335,0
Thailand,Asia,13.726666666666667,16.006666666666668,172.6345,6.4046666666666665,96.86666666666666,92.46666666666667,23.513333333333332,98.26666666666667,98.13333333333334,0.3473333333333333,4665.866666666667,66.004,8.6,8.766666666666666,7.086666666666667,0,73.00666666666666,0
Timor-Leste,Oceania,61.26,75.14,195.16106666666667,0.3201333333333333,75.46666666666667,64,20.453333333333333,64.86666666666666,66.4,0.064,1065.4,1.0306666666666666,11.1,11.733333333333333,3.7066666666666666,0,64.70666666666666,0
Togo,Africa,63.346666666666664,97.96666666666667,313.93,1.284,82,64,22.76,75.2,76.4,1.62,495.53333333333336,5.965333333333334,7.96,7.84,4.273333333333333,0,56.02,0
Tonga,Oceania,12.286666666666667,14.28,147.02753333333334,1.2293333333333334,87.33333333333333,97.53333333333333,31.66,97.46666666666667,85.4,0.17,3928.6,0.1,0.1,0.1,9.946666666666667,0,69.96,0
Trinidad and Tobago,Central America and Caribbean,21.64,24.326666666666664,182.31793333333334,5.646,89.06666666666666,81.6,26.673333333333332,91.86666666666666,91.53333333333333,0.4,15988.2,1.31,6.166666666666667,6.546666666666667,10.193333333333333,0,71.17333333333333,1
Tunisia,Africa,18.266666666666666,21.473333333333333,102.02906666666667,1.2706666666666666,96.66666666666667,97.8,25.653333333333332,97.66666666666667,97.66666666666667,0.03,3551.6666666666665,10.342,6.4,6.333333333333333,6.053333333333334,0,74.51333333333334,0
Turkiye,Middle East,20.02,23.813333333333333,124.2992,1.4746666666666666,86.4,65,27.233333333333334,90.53333333333333,90.46666666666667,0.08,8118.4,69.816,5.0200000000000005,4.8533333333333335,6.42,0,73.21333333333334,0
Turkmenistan,Asia,43.14666666666667,50.806666666666665,212.1326,2.6353333333333335,97,96,25.466666666666665,95.33333333333333,96.2,0.08,3666.733333333333,4.92,3.34,3.3666666666666667,9.88,0,65.66,0
Uganda,Africa,60.66,97.27333333333333,412.7348666666667,10.304,67.73333333333333,64,21.72,67.6,68.8,3.506666666666667,683.2,29.77733333333333,6.306666666666667,6.3,4.82,0,53.733333333333334,0
Ukraine,Rest of Europe,11.693333333333333,13.593333333333334,242.87826666666666,7.787333333333334,65.4,80.4,26.1,83.46666666666667,81.53333333333333,0.382,2158.9333333333334,46.79666666666667,2.5933333333333333,2.6933333333333334,11.040000000000001,0,69.09333333333333,0
United Arab Emirates,Middle East,8.053333333333333,9.4,81.1996,1.8773333333333333,93.53333333333333,93.8,27.72,94.8,94.33333333333333,0.13,45988.73333333333,6.254,5.173333333333333,4.96,9.393333333333333,0,75.74666666666667,1
United Kingdom,Rest of Europe,4.806666666666667,5.626666666666667,78.07166666666666,10.569333333333333,88,86,26.773333333333333,92.66666666666667,92.66666666666667,0.08,42525.53333333333,61.476,0.7466666666666667,0.5,12.466666666666667,1,79.52,1
United States,North America,6.5200000000000005,7.6866666666666665,109.17603333333334,8.583333333333334,91.46666666666667,86,28.233333333333334,92.2,95.13333333333334,0.12866666666666668,52389.6,300.86066666666665,0.7266666666666667,0.6066666666666667,12.993333333333334,1,77.84666666666666,1
Uruguay,South America,11.233333333333333,12.933333333333334,115.5688,6.314,94.26666666666667,92.53333333333333,26.446666666666665,94.2,94.13333333333334,0.20866666666666667,11767.2,3.346,1.6066666666666667,1.5533333333333332,8.226666666666667,0,76.12666666666667,1
Uzbekistan,Asia,33.25333333333333,38.519999999999996,169.70236666666668,2.202,98.33333333333333,82.53333333333333,25.633333333333333,98.53333333333333,98.4,0.10666666666666667,1838.8,27.305333333333333,3.1533333333333333,3.18,10.186666666666667,0,68.91333333333334,0
Vanuatu,Oceania,23.973333333333333,28.64666666666667,155.2152,1.142,63.53333333333333,65,25.78,70.93333333333334,67.13333333333334,0.17,2738.266666666667,0.22,1.5733333333333333,1.5,6.6066666666666665,0,68.63333333333334,0
"Venezuela, RB",South America,15.813333333333333,18.46,151.68963333333335,7.541333333333333,71.46666666666667,83,26.48,78.66666666666667,74.46666666666667,0.4,8760,27.213333333333335,1.6533333333333333,1.5666666666666667,8.113333333333333,0,72.80666666666667,0
Vietnam,Asia,19.64,24.653333333333332,133.62156666666667,1.66,86.8,65,20.7,94.8,91.4,0.202,1756.2666666666667,85.58933333333333,14.973333333333333,15.7,6.826666666666666,0,74.28,0
"Yemen, Rep.",Middle East,52.86666666666667,70.16666666666667,240.8629,0.048133333333333334,59.6,95,22.98,72.2,72.86666666666666,0.024666666666666667,2460.4666666666667,21.412666666666667,13.846666666666666,13.773333333333333,2.1733333333333333,0,64.03333333333333,0
Zambia,Africa,61.49333333333333,101.30666666666667,462.7571666666667,2.8633333333333333,82.4,38.666666666666664,21.966666666666665,82.46666666666667,83.4,7.027333333333333,1041.3333333333333,12.661333333333333,6.92,6.806666666666667,6.406666666666666,0,51.70666666666666,0
Zimbabwe,Africa,50.70666666666666,86.92666666666666,586.6298666666667,2.838,79.06666666666666,64,23.526666666666667,79,78.6,8.282666666666666,1280.3333333333333,12.454,7.1066666666666665,7.086666666666667,7.1466666666666665,0,47.94,0
